CallNumber,UnitID,IncidentNumber,CallType,CallDate,WatchDate,CallFinalDisposition,AvailableDtTm,Address,City,Zipcode,Battalion,StationArea,Box,OriginalPriority,Priority,FinalPriority,ALSUnit,CallTypeGroup,NumAlarms,UnitType,UnitSequenceInCallDispatch,FirePreventionDistrict,SupervisorDistrict,Neighborhood,Location,RowID,Delay
23130147,E42,2092918,Medical Incident,11/09/2002,11/09/2002,Other,11/09/2002 11:30:06 AM,2300 Block of JERROLD AVE,SF,94124,B10,09,6375,3,3,3,true,"",1,ENGINE,2,10,10,Bayview Hunters Point,"(37.7474900754451, -122.403313964613)",023130147-E42,4.0333333
23130170,E28,2092936,Medical Incident,11/09/2002,11/09/2002,Other,11/09/2002 12:32:02 PM,FILBERT ST/STOCKTON ST,SF,94133,B01,28,1265,3,3,3,true,"",1,ENGINE,2,1,3,North Beach,"(37.8013706557311, -122.409369119363)",023130170-E28,2.0
23130180,M41,2092945,Medical Incident,11/09/2002,11/09/2002,Other,11/09/2002 01:43:46 PM,VAN NESS AV/WASHINGTON ST,SF,94109,B04,41,3154,3,3,3,true,"",1,MEDIC,2,4,2,Pacific Heights,"(37.7930500018548, -122.422871202871)",023130180-M41,2.45
23130185,T48,2092948,Citizen Assist / Service Call,11/09/2002,11/09/2002,Other,11/09/2002 01:20:09 PM,1200 Block of EXPOSITION DR,TI,94130,B03,48,2931,3,3,3,true,"",1,TRUCK,1,None,6,Treasure Island,"(37.8294056262544, -122.371894601737)",023130185-T48,0.6333333
23130190,T17,2092951,Structure Fire,11/09/2002,11/09/2002,Other,11/09/2002 01:12:59 PM,0 Block of BALDWIN CT,SF,94124,B10,17,6574,3,3,3,false,"",1,TRUCK,2,10,10,Bayview Hunters Point,"(37.7296123884626, -122.380730867231)",023130190-T17,1.5
23130226,E01,2092976,Medical Incident,11/09/2002,11/09/2002,Other,11/09/2002 02:59:53 PM,TAYLOR ST/TURK ST,SF,94102,B03,01,1365,3,3,3,false,"",1,ENGINE,1,3,6,Tenderloin,"(37.7832143109759, -122.410764828365)",023130226-E01,3.1166666
23130230,T03,2092980,Alarms,11/09/2002,11/09/2002,Other,11/09/2002 03:21:49 PM,800 Block of OFARRELL ST,SF,94109,B04,03,1642,3,3,3,false,"",1,TRUCK,3,4,6,Tenderloin,"(37.7851179904712, -122.418735460998)",023130230-T03,3.3333333
23130240,RC3,2092989,Medical Incident,11/09/2002,11/09/2002,Other,11/09/2002 03:54:48 PM,3300 Block of MISSION ST,SF,94110,B06,32,5625,3,3,3,false,"",1,RESCUE CAPTAIN,2,6,9,Bernal Heights,"(37.7436052440139, -122.421251086174)",023130240-RC3,5.9333334
23130279,E14,2093022,Medical Incident,11/09/2002,11/09/2002,Other,11/09/2002 06:12:43 PM,9TH AV/GEARY BL,SF,94118,B07,31,7135,3,3,3,true,"",1,ENGINE,3,7,1,Inner Richmond,"(37.7808797138944, -122.46748765154)",023130279-E14,2.3666666
23130279,E31,2093022,Medical Incident,11/09/2002,11/09/2002,Other,11/09/2002 06:12:44 PM,9TH AV/GEARY BL,SF,94118,B07,31,7135,3,3,3,false,"",1,ENGINE,1,7,1,Inner Richmond,"(37.7808797138944, -122.46748765154)",023130279-E31,2.9
23130287,E37,2093028,Outside Fire,11/09/2002,11/09/2002,Other,11/09/2002 06:23:58 PM,26TH ST/WISCONSIN ST,SF,94107,B10,37,2615,3,3,3,false,"",1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7510546072658, -122.398340781947)",023130287-E37,1.6166667
23130326,E16,2093065,Medical Incident,11/09/2002,11/09/2002,Other,11/09/2002 09:23:09 PM,2200 Block of LOMBARD ST,SF,94123,B04,16,3566,3,3,3,false,"",1,ENGINE,1,4,2,Marina,"(37.799645975747, -122.438539097627)",023130326-E16,3.85
23130355,B03,2093091,Structure Fire,11/09/2002,11/09/2002,Other,11/09/2002 11:25:03 PM,100 Block of TURK ST,SF,94102,B03,01,1456,3,3,3,false,"",1,CHIEF,6,3,6,Tenderloin,"(37.783163427134, -122.411599278937)",023130355-B03,10.4
23130355,E05,2093091,Structure Fire,11/09/2002,11/09/2002,Other,11/09/2002 11:22:13 PM,100 Block of TURK ST,SF,94102,B03,01,1456,3,3,3,false,"",1,ENGINE,13,3,6,Tenderloin,"(37.783163427134, -122.411599278937)",023130355-E05,9.483334
23130363,M17,2093100,Medical Incident,11/09/2002,11/09/2002,Other,11/10/2002 12:20:03 AM,MANSELL ST/SAN BRUNO AV,SF,94134,B10,44,6277,2,3,3,true,"",1,MEDIC,2,10,9,Portola,"(37.7215343997982, -122.401074132147)",023130363-M17,5.5666666
23130365,M32,2093101,Medical Incident,11/09/2002,11/09/2002,Other,11/10/2002 12:25:32 AM,3RD ST/WILLIAMS AV,SF,94124,B10,17,6536,3,3,3,true,"",1,MEDIC,3,10,10,Bayview Hunters Point,"(37.7292784549254, -122.392624534553)",023130365-M32,1.7
23130367,T08,2093103,Structure Fire,11/09/2002,11/09/2002,Other,11/09/2002 11:41:05 PM,5TH ST/TOWNSEND ST,SF,94107,B03,08,2236,3,3,3,false,"",1,TRUCK,2,3,6,Mission Bay,"(37.7753322431291, -122.397206310605)",023130367-T08,2.1333334
23140003,E13,2093111,Structure Fire,11/10/2002,11/09/2002,Other,11/10/2002 12:27:22 AM,PACIFIC AV/SANSOME ST,SF,94111,B01,13,1212,3,3,3,true,"",1,ENGINE,1,1,3,Chinatown,"(37.797504944425, -122.402040985024)",023140003-E13,2.1
23140019,T11,2093125,Citizen Assist / Service Call,11/10/2002,11/09/2002,Other,11/10/2002 01:54:43 AM,3100 Block of MISSION ST,SF,94110,B06,11,5624,3,3,3,false,"",1,TRUCK,1,6,9,Bernal Heights,"(37.7474453071495, -122.418609719102)",023140019-T11,4.1833334
23140058,E03,2093161,Medical Incident,11/10/2002,11/09/2002,Other,11/10/2002 06:08:02 AM,400 Block of MCALLISTER ST,SF,94102,B02,03,3112,3,3,3,false,"",1,ENGINE,2,2,6,Tenderloin,"(37.7802111696279, -122.419432395449)",023140058-E03,3.8833334
23140075,E42,2093173,Other,11/10/2002,11/09/2002,Other,11/10/2002 07:56:34 AM,BRUSSELS ST/SILLIMAN ST,SF,94134,B10,42,6341,3,3,3,true,"",1,ENGINE,1,10,9,Portola,"(37.7307177256797, -122.407072968488)",023140075-E42,5.0
23140094,E44,2093183,Electrical Hazard,11/10/2002,11/10/2002,Other,11/10/2002 11:05:20 AM,1000 Block of JAMESTOWN AVE,SF,94124,B10,44,6575,3,3,3,true,"",1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7189780468693, -122.394528333423)",023140094-E44,2.4666667
23140105,E17,2093188,Medical Incident,11/10/2002,11/10/2002,Other,11/10/2002 10:13:22 AM,4700 Block of 3RD ST,SF,94124,B10,17,6515,3,3,3,true,"",1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7352250593965, -122.390686842733)",023140105-E17,3.5
23140106,E28,2093189,Structure Fire,11/10/2002,11/10/2002,Other,11/10/2002 10:10:35 AM,2100 Block of LOMBARD ST,SF,94123,B04,16,3566,3,3,3,false,"",1,ENGINE,10,4,2,Marina,"(37.7996220349881, -122.436847071591)",023140106-E28,2.8166666
23140129,E16,2093206,Medical Incident,11/10/2002,11/10/2002,Other,11/10/2002 11:32:37 AM,2700 Block of VAN NESS AVE,SF,94123,B04,16,3145,3,3,3,false,"",1,ENGINE,2,4,2,Marina,"(37.8008380441619, -122.424619454811)",023140129-E16,3.8333333
23140151,E10,2093225,Alarms,11/10/2002,11/10/2002,Other,11/10/2002 12:15:55 PM,300 Block of ARGUELLO BLVD,SF,94118,B07,10,7114,3,3,3,true,"",1,ENGINE,2,7,2,Presidio Heights,"(37.7853734302241, -122.459087139493)",023140151-E10,3.7666667
23140164,E14,2093236,Structure Fire,11/10/2002,11/10/2002,Other,11/10/2002 12:49:28 PM,4300 Block of CALIFORNIA ST,SF,94118,B07,31,7125,3,3,3,true,"",1,ENGINE,7,7,1,Inner Richmond,"(37.7850080272737, -122.464026589106)",023140164-E14,3.0
23140165,B02,2093237,Alarms,11/10/2002,11/10/2002,Other,11/10/2002 01:10:50 PM,1200 Block of MISSION ST,SF,94103,B02,01,2318,3,3,3,false,"",1,CHIEF,1,2,6,South of Market,"(37.7770436202636, -122.413583483648)",023140165-B02,3.4166667
23140194,M01,2093257,Medical Incident,11/10/2002,11/10/2002,Other,11/10/2002 02:59:53 PM,700 Block of BUSH ST,SF,94108,B01,02,1361,3,3,3,false,"",1,MEDIC,2,1,3,Nob Hill,"(37.7900012214818, -122.409598797159)",023140194-M01,4.5666666
23140210,E15,2093272,Medical Incident,11/10/2002,11/10/2002,Other,11/10/2002 03:39:35 PM,100 Block of MOLIMO DR,SF,94127,B09,39,8253,3,3,3,false,"",1,ENGINE,3,9,7,West of Twin Peaks,"(37.7373395922333, -122.448625696391)",023140210-E15,3.3
23140215,T08,2093276,Structure Fire,11/10/2002,11/10/2002,Other,11/10/2002 03:26:54 PM,1ST ST/FOLSOM ST,SF,94105,B03,35,2137,3,3,3,false,"",1,TRUCK,2,3,6,Financial District/South Beach,"(37.7872982139437, -122.394481274637)",023140215-T08,1.9833333
23140233,E07,2093293,Medical Incident,11/10/2002,11/10/2002,Other,11/10/2002 05:18:39 PM,2700 Block of 20TH ST,SF,94110,B06,07,5451,3,3,3,true,"",1,ENGINE,2,6,9,Mission,"(37.7592211417293, -122.408416599356)",023140233-E07,3.6833334
23140259,E41,2093319,Medical Incident,11/10/2002,11/10/2002,Other,11/10/2002 07:03:21 PM,900 Block of PINE ST,SF,94108,B01,41,1413,3,3,3,false,"",1,ENGINE,1,1,3,Nob Hill,"(37.7908072518613, -122.411643005339)",023140259-E41,1.65
23140285,E03,2093342,Medical Incident,11/10/2002,11/10/2002,Other,11/10/2002 08:45:26 PM,400 Block of LARKIN ST,SF,94102,B02,03,1644,3,3,3,false,"",1,ENGINE,1,2,6,Tenderloin,"(37.7819221440615, -122.417173961997)",023140285-E03,2.9
23140296,E15,2093353,Medical Incident,11/10/2002,11/10/2002,Other,11/10/2002 09:34:36 PM,400 Block of OTSEGO AVE,SF,94112,B09,15,8277,2,2,2,false,"",1,ENGINE,2,9,11,Outer Mission,"(37.7221802524183, -122.441844228674)",023140296-E15,2.25
23140310,M36,2093367,Medical Incident,11/10/2002,11/10/2002,Other,11/10/2002 11:22:32 PM,0 Block of 6TH ST,SF,94103,B03,01,2248,3,3,3,true,"",1,MEDIC,2,3,6,South of Market,"(37.7815374331217, -122.409518341416)",023140310-M36,2.1
23150002,E05,2093377,Alarms,11/11/2002,11/10/2002,Other,11/11/2002 12:07:40 AM,1000 Block of TURK ST,SF,94102,B02,05,3426,3,3,3,true,"",1,ENGINE,1,2,5,Western Addition,"(37.7812721471287, -122.425549328462)",023150002-E05,2.6166666
23150006,M29,2093380,Medical Incident,11/11/2002,11/10/2002,Other,11/11/2002 01:07:26 AM,1000 Block of HOWARD ST,SF,94103,B03,01,2252,1,1,2,true,"",1,MEDIC,1,3,6,South of Market,"(37.7795675906982, -122.407474134289)",023150006-M29,5.7
23150008,E03,2093382,Medical Incident,11/11/2002,11/10/2002,Other,11/11/2002 12:35:32 AM,700 Block of EDDY ST,SF,94109,B02,03,3163,3,3,3,false,"",1,ENGINE,2,2,6,Tenderloin,"(37.7830520025585, -122.420010270255)",023150008-E03,2.1
23150014,B01,2093388,Alarms,11/11/2002,11/10/2002,Other,11/11/2002 01:22:01 AM,300 Block of OFARRELL ST,SF,94102,B01,01,1452,3,3,3,false,"",1,CHIEF,2,3,6,Tenderloin,"(37.7860452016122, -122.410493503888)",023150014-B01,1.55
23150017,B06,2093391,Alarms,11/11/2002,11/10/2002,Other,11/11/2002 01:20:03 AM,3100 Block of MISSION ST,SF,94110,B06,11,5624,3,3,3,false,"",1,CHIEF,1,6,9,Bernal Heights,"(37.7474453071495, -122.418609719102)",023150017-B06,2.5333333
23150038,E35,2093409,Medical Incident,11/11/2002,11/10/2002,Other,11/11/2002 03:20:47 AM,300 Block of FREMONT ST,SF,94105,B03,35,2137,3,3,3,false,"",1,ENGINE,1,3,6,Financial District/South Beach,"(37.7874196524696, -122.392776012)",023150038-E35,4.9666667
23150053,E01,2093418,Medical Incident,11/11/2002,11/10/2002,Other,11/11/2002 04:24:21 AM,1000 Block of MISSION ST,SF,94103,B03,01,2251,3,3,3,false,"",1,ENGINE,1,3,6,South of Market,"(37.7800525030811, -122.40977382526)",023150053-E01,2.95
23150083,E37,2093435,Medical Incident,11/11/2002,11/10/2002,Other,11/11/2002 07:38:39 AM,1000 Block of CONNECTICUT ST,SF,94107,B10,37,2615,3,3,3,false,"",1,ENGINE,1,10,10,Potrero Hill,"(37.7535461760596, -122.397211836423)",023150083-E37,2.8333333
23150200,D2,2093504,Structure Fire,11/11/2002,11/11/2002,Other,11/11/2002 12:18:36 PM,300 Block of LEAVENWORTH ST,SF,94109,B02,03,1545,3,3,3,false,"",1,CHIEF,6,2,6,Tenderloin,"(37.784181762981, -122.414404220696)",023150200-D2,3.85
23150206,E35,2093509,Alarms,11/11/2002,11/11/2002,Other,11/11/2002 12:34:44 PM,300 Block of MAIN ST,SF,94105,B03,35,2117,3,3,3,false,"",1,ENGINE,1,3,6,Financial District/South Beach,"(37.7887132628625, -122.39113809089)",023150206-E35,2.6166666
23150242,E40,2093533,Medical Incident,11/11/2002,11/11/2002,Other,11/11/2002 01:59:49 PM,1700 Block of 12TH AVE,SF,94122,B08,22,7343,3,3,3,true,"",1,ENGINE,2,8,7,Inner Sunset,"(37.7558308551121, -122.468891386112)",023150242-E40,3.3833334
23150264,E44,2093550,Medical Incident,11/11/2002,11/11/2002,Other,11/11/2002 02:48:01 PM,PAUL AV/SAN BRUNO AV,SF,94134,B10,44,6326,3,3,3,false,"",1,ENGINE,1,10,9,Portola,"(37.7239199964679, -122.402060968175)",023150264-E44,1.6
23150266,E38,2093553,Medical Incident,11/11/2002,11/11/2002,Other,11/11/2002 03:02:27 PM,1600 Block of POST ST,SF,94115,B04,38,3364,3,3,3,false,"",1,ENGINE,1,4,5,Japantown,"(37.7857283192199, -122.428976996963)",023150266-E38,2.6166666
23150272,T12,2093556,Citizen Assist / Service Call,11/11/2002,11/11/2002,Other,11/11/2002 03:02:02 PM,BEULAH ST/COLE ST,SF,94117,B05,12,4546,3,3,3,false,"",1,TRUCK,1,5,5,Haight Ashbury,"(37.7676648812604, -122.450334518122)",023150272-T12,3.05
23150275,E03,2093558,Medical Incident,11/11/2002,11/11/2002,Other,11/11/2002 03:20:19 PM,500 Block of SUTTER ST,SF,94108,B01,03,1412,3,3,3,false,"",1,ENGINE,1,1,3,Nob Hill,"(37.7891752137903, -122.409429683066)",023150275-E03,2.0
23150300,E41,2093578,Alarms,11/11/2002,11/11/2002,Other,11/11/2002 04:28:41 PM,1100 Block of BUSH ST,SF,94109,B01,41,1542,3,3,3,false,"",1,ENGINE,1,4,3,Nob Hill,"(37.7891607823839, -122.416183426039)",023150300-E41,1.8833333
23150304,B03,2093583,Alarms,11/11/2002,11/11/2002,Other,11/11/2002 05:13:30 PM,300 Block of 7TH ST,SF,94103,B03,08,2312,3,3,3,false,"",1,CHIEF,1,2,6,South of Market,"(37.7758712904252, -122.406841835314)",023150304-B03,2.3833334
23150326,E11,2093596,Structure Fire,11/11/2002,11/11/2002,Other,11/11/2002 05:33:02 PM,100 Block of MORELAND ST,SF,94131,B06,26,8152,3,3,3,true,"",1,ENGINE,6,6,8,Glen Park,"(37.7394284163375, -122.435400350775)",023150326-E11,5.5
23150337,M08,2093607,Medical Incident,11/11/2002,11/11/2002,Other,11/11/2002 06:57:04 PM,1500 Block of HUDSON AVE,SF,94124,B10,25,6467,3,3,3,true,"",1,MEDIC,3,10,10,Bayview Hunters Point,"(37.739469087841, -122.387376146293)",023150337-M08,3.8666666
23150340,M36,2093610,Medical Incident,11/11/2002,11/11/2002,Other,11/11/2002 06:25:48 PM,500 Block of 14TH ST,SF,94103,B02,06,5214,1,1,2,true,"",1,MEDIC,1,2,8,Mission,"(37.768032836315, -122.42488784779)",023150340-M36,5.483333
23150345,E01,2093613,Citizen Assist / Service Call,11/11/2002,11/11/2002,Other,11/11/2002 06:32:53 PM,300 Block of CLEMENTINA ST,SF,94103,B03,01,2215,3,3,3,false,"",1,ENGINE,1,3,6,South of Market,"(37.781960649289, -122.402224095303)",023150345-E01,1.8166667
23150347,T12,2093614,Alarms,11/11/2002,11/11/2002,Other,11/11/2002 06:34:27 PM,0 Block of MESA AVE,SF,94116,B08,39,8622,3,3,3,false,"",1,TRUCK,3,8,7,West of Twin Peaks,"(37.747950336983, -122.464755107079)",023150347-T12,1.6666666
23150361,T03,2093627,Alarms,11/11/2002,11/11/2002,Other,11/11/2002 07:19:59 PM,1900 Block of WASHINGTON ST,SF,94109,B04,38,3226,3,3,3,false,"",1,TRUCK,3,4,2,Pacific Heights,"(37.7927918347727, -122.425348410602)",023150361-T03,2.7166667
23150371,M01,2093637,Medical Incident,11/11/2002,11/11/2002,Other,11/11/2002 08:33:57 PM,0 Block of TURK ST,SF,94102,B03,01,1365,3,3,3,true,"",1,MEDIC,2,3,6,Tenderloin,"(37.7833862379382, -122.409853729941)",023150371-M01,1.7666667
23150381,T16,2093647,Alarms,11/11/2002,11/11/2002,Other,11/11/2002 08:54:36 PM,2500 Block of FILLMORE ST,SF,94115,B04,38,3546,3,3,3,false,"",1,TRUCK,3,4,2,Pacific Heights,"(37.792900812087, -122.434714045412)",023150381-T16,3.1833334
23150396,E15,2093660,Vehicle Fire,11/11/2002,11/11/2002,Other,11/11/2002 10:18:28 PM,2200 Block of ALEMANY BLVD,SF,94112,B09,15,8333,3,3,3,true,"",1,ENGINE,1,9,11,Outer Mission,"(37.7176972476956, -122.442705587632)",023150396-E15,1.5666667
23150398,E16,2093662,Citizen Assist / Service Call,11/11/2002,11/11/2002,Other,11/11/2002 10:20:57 PM,100 Block of RETIRO WAY,SF,94123,B04,16,3561,3,3,3,false,"",1,ENGINE,1,4,2,Marina,"(37.8056945245243, -122.437836002729)",023150398-E16,1.6666666
23160021,T17,2093700,Structure Fire,11/12/2002,11/11/2002,Other,11/12/2002 02:36:48 AM,ALPHA ST/ARLETA AV,SF,94134,B10,44,6267,3,3,3,false,"",1,TRUCK,1,9,10,Visitacion Valley,"(37.713215734393, -122.404842431928)",023160021-T17,3.0333333
23160024,E26,2093702,Medical Incident,11/12/2002,11/11/2002,Other,11/12/2002 03:13:20 AM,100 Block of BEMIS ST,SF,94131,B06,26,8111,3,3,3,false,"",1,ENGINE,2,6,8,Glen Park,"(37.7370760861665, -122.430754149474)",023160024-E26,3.5166667
23160025,E09,2093703,Medical Incident,11/12/2002,11/11/2002,Other,11/12/2002 04:05:52 AM,300 Block of SELBY ST,SF,94124,B10,09,6424,3,3,3,true,"",1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7455683038982, -122.394666849606)",023160025-E09,3.0833333
23160028,RC1,2093706,Medical Incident,11/12/2002,11/11/2002,Other,11/12/2002 03:10:22 AM,HARRISON ST/MAIN ST,SF,94105,B03,35,2113,3,3,3,true,"",1,RESCUE CAPTAIN,3,3,6,Financial District/South Beach,"(37.78813450058, -122.390319483833)",023160028-RC1,3.85
23160037,E21,2093716,Outside Fire,11/12/2002,11/11/2002,Other,11/12/2002 04:19:24 AM,16TH ST/MARKET ST,SF,94114,B05,06,5231,3,3,3,false,"",1,ENGINE,1,5,8,Castro/Upper Market,"(37.7641957141157, -122.433074471117)",023160037-E21,2.3166666
23160076,E01,2093741,Medical Incident,11/12/2002,11/12/2002,Other,11/12/2002 08:16:20 AM,0 Block of 5TH ST,SF,94103,B03,01,2247,3,3,3,false,"",1,ENGINE,2,3,6,South of Market,"(37.7832636870331, -122.407051190493)",023160076-E01,6.05
23160078,RC4,2093743,Medical Incident,11/12/2002,11/12/2002,Other,11/12/2002 08:54:48 AM,500 Block of JOHN MUIR DR,SF,94132,B08,19,8714,1,1,2,true,"",1,RESCUE CAPTAIN,1,8,7,Lakeshore,"(37.714334813698, -122.492047871678)",023160078-RC4,6.6
23160117,E11,2093761,Medical Incident,11/12/2002,11/12/2002,Other,11/12/2002 09:51:18 AM,MISSION ST/VALENCIA ST,SF,94110,B06,11,5624,3,3,3,true,"",1,ENGINE,2,6,9,Bernal Heights,"(37.7453890212933, -122.420019126223)",023160117-E11,3.5666666
23160135,M10,2093767,Medical Incident,11/12/2002,11/12/2002,Other,11/12/2002 10:31:22 AM,0 Block of 9TH AVE,SF,94118,B07,31,7136,1,1,2,true,"",1,MEDIC,1,7,2,Inner Richmond,"(37.7866813401257, -122.467978423393)",023160135-M10,3.5833333
23160154,M07,2093781,Medical Incident,11/12/2002,11/12/2002,Other,11/12/2002 10:53:42 AM,600 Block of SOUTH VAN NESS AVE,SF,94110,B02,07,5246,3,3,3,true,"",1,MEDIC,2,2,9,Mission,"(37.7627737268131, -122.417186682545)",023160154-M07,2.5333333
23160190,E09,2093806,Medical Incident,11/12/2002,11/12/2002,Other,11/12/2002 12:10:27 PM,800 Block of NEWHALL ST,SF,94124,B10,25,6467,3,3,3,true,"",1,ENGINE,3,10,10,Bayview Hunters Point,"(37.7392353214132, -122.388917732772)",023160190-E09,3.6
23160262,E17,2093849,Medical Incident,11/12/2002,11/12/2002,Other,11/12/2002 03:13:21 PM,3RD ST/EGBERT AV,SF,94124,B10,17,6615,3,3,3,true,"",1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7239725647107, -122.394926153453)",023160262-E17,2.4166667
23160300,T11,2093875,Structure Fire,11/12/2002,11/12/2002,Other,11/12/2002 04:35:28 PM,23RD ST/VALENCIA ST,SF,94110,B06,11,5512,3,3,3,false,"",1,TRUCK,3,6,8,Mission,"(37.7537030945495, -122.420812137045)",023160300-T11,1.65
23160323,B09,2093895,Structure Fire,11/12/2002,11/12/2002,Other,11/12/2002 06:05:56 PM,1200 Block of CAPITOL AVE,SF,94112,B09,15,8474,3,3,3,false,"",1,CHIEF,3,9,7,Oceanview/Merced/Ingleside,"(37.7240926738924, -122.459280550786)",023160323-B09,2.4666667
23160347,E03,2093916,Medical Incident,11/12/2002,11/12/2002,Other,11/12/2002 07:30:35 PM,200 Block of JONES ST,SF,94102,B03,01,1456,3,3,3,false,"",1,ENGINE,2,3,6,Tenderloin,"(37.7834768403875, -122.412435140728)",023160347-E03,3.0833333
23160354,RS2,2093923,Structure Fire,11/12/2002,11/12/2002,Other,11/12/2002 08:27:03 PM,800 Block of FONT BLVD,SF,94132,B08,19,0868,3,3,3,false,"",1,RESCUE SQUAD,5,8,7,Lakeshore,"(37.7228264884978, -122.483785839073)",023160354-RS2,2.6166666
23160359,M01,2093928,Medical Incident,11/12/2002,11/12/2002,Other,11/12/2002 09:10:10 PM,0 Block of 6TH ST,SF,94103,B03,01,2248,3,3,3,true,"",1,MEDIC,1,3,6,South of Market,"(37.7815374331217, -122.409518341416)",023160359-M01,3.25
23160377,M13,2093943,Medical Incident,11/12/2002,11/12/2002,Other,11/12/2002 10:27:52 PM,500 Block of BUSH ST,SF,94108,B01,13,1315,1,1,2,true,"",1,MEDIC,1,1,3,Financial District/South Beach,"(37.7904631779771, -122.405941469147)",023160377-M13,3.2333333
23160382,M07,2093947,Medical Incident,11/12/2002,11/12/2002,Other,11/12/2002 11:06:20 PM,17TH ST/MISSION ST,SF,94110,B02,07,5246,3,3,3,true,"",1,MEDIC,3,2,9,Mission,"(37.7634292740134, -122.419512736792)",023160382-M07,1.5
23160392,T05,2093956,Alarms,11/12/2002,11/12/2002,Other,11/12/2002 11:56:13 PM,1200 Block of BUCHANAN ST,SF,94115,B02,05,3426,3,3,3,false,"",1,TRUCK,1,2,5,Western Addition,"(37.7816468439098, -122.428929933146)",023160392-T05,2.0666666
23160394,M08,2093957,Medical Incident,11/12/2002,11/12/2002,Other,11/13/2002 12:17:32 AM,0 Block of PERRY ST,SF,94107,B03,08,2175,2,2,2,true,"",1,MEDIC,1,3,6,Financial District/South Beach,"(37.7827239702919, -122.396167865037)",023160394-M08,4.233333
23170010,M41,2093967,Medical Incident,11/13/2002,11/12/2002,Other,11/13/2002 01:44:28 AM,1000 Block of HYDE ST,SF,94109,B04,41,1562,1,1,2,true,"",1,MEDIC,1,4,3,Nob Hill,"(37.7905178178349, -122.417229719258)",023170010-M41,6.9
23170015,D2,2093972,Structure Fire,11/13/2002,11/12/2002,Other,11/13/2002 03:19:06 AM,2200 Block of JACKSON ST,SF,94115,B04,38,3465,3,3,3,false,"",1,CHIEF,4,4,2,Pacific Heights,"(37.7928385256344, -122.432101129272)",023170015-D2,1.7833333
23170030,M08,2093986,Medical Incident,11/13/2002,11/12/2002,Other,11/13/2002 06:34:09 AM,500 Block of 5TH ST,SF,94107,B03,08,2242,E,E,3,true,"",1,MEDIC,3,3,6,South of Market,"(37.7776242389287, -122.39998111124)",023170030-M08,2.1333334
23170079,M41,2094009,Medical Incident,11/13/2002,11/13/2002,Other,11/13/2002 10:02:51 AM,1000 Block of POLK ST,SF,94109,B04,03,3121,3,3,3,true,"",1,MEDIC,2,4,6,Tenderloin,"(37.7866019512795, -122.419812186232)",023170079-M41,3.7
23170169,E25,2094062,Vehicle Fire,11/13/2002,11/13/2002,Other,11/13/2002 12:37:17 PM,0 Block of MIDDLE POINT RD,SF,94124,B10,25,6556,3,3,3,false,"",1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7357585682759, -122.379483704303)",023170169-E25,9.65
23170200,E13,2094079,Medical Incident,11/13/2002,11/13/2002,Other,11/13/2002 01:10:32 PM,900 Block of GRANT AVE,SF,94108,B01,02,1312,3,3,3,true,"",1,ENGINE,2,1,3,Chinatown,"(37.7955759617339, -122.406632308192)",023170200-E13,2.2666667
23170222,94,2094090,Medical Incident,11/13/2002,11/13/2002,Other,11/13/2002 03:22:38 PM,CLAY ST/SANSOME ST,SF,94111,B01,13,1233,1,1,2,true,"",1,MEDIC,1,1,3,Chinatown,"(37.794839497932, -122.401487580628)",023170222-94,2.8166666
23170242,M01,2094103,Medical Incident,11/13/2002,11/13/2002,Other,11/13/2002 03:41:33 PM,300 Block of TAYLOR ST,SF,94102,B01,01,1452,3,3,3,true,"",1,MEDIC,2,3,6,Tenderloin,"(37.7855267391339, -122.411301032076)",023170242-M01,2.3666666
23170261,M01,2094119,Medical Incident,11/13/2002,11/13/2002,Other,11/13/2002 04:34:19 PM,200 Block of EDDY ST,SF,94102,B03,01,1453,3,3,3,true,"",1,MEDIC,2,3,6,Tenderloin,"(37.7840910361755, -122.411784369455)",023170261-M01,2.3833334
23170302,M13,2094156,Medical Incident,11/13/2002,11/13/2002,Other,11/13/2002 07:17:47 PM,200 Block of MARKET ST,SF,94105,B03,13,2818,1,1,2,true,"",1,MEDIC,1,3,6,Financial District/South Beach,"(37.7926791171072, -122.396853499969)",023170302-M13,3.7166667
23170314,E29,2094164,Medical Incident,11/13/2002,11/13/2002,Other,11/13/2002 07:11:20 PM,13TH ST/DIVISION ST,SF,94103,B02,29,5221,3,3,3,false,"",1,ENGINE,2,2,6,South of Market,"(37.7694111910912, -122.410931089145)",023170314-E29,4.483333
23170325,E39,2094171,Medical Incident,11/13/2002,11/13/2002,Other,11/13/2002 08:31:15 PM,100 Block of MENDOSA AVE,SF,94116,B08,39,8625,E,E,3,false,"",1,ENGINE,2,8,7,West of Twin Peaks,"(37.7479586316341, -122.467418008838)",023170325-E39,2.9
23170366,E01,2094201,Medical Incident,11/13/2002,11/13/2002,Other,11/13/2002 10:17:33 PM,200 Block of EDDY ST,SF,94102,B03,01,1453,3,3,3,false,"",1,ENGINE,2,3,6,Tenderloin,"(37.7840910361755, -122.411784369455)",023170366-E01,3.1
